iteration / time / angle: 1000
local cell|face number, center coords (x,y,z), volume|area, density, pressure, velocity (x,y,z), temperature, tke, diss.rate (all in SI):
1 -0.00318755 -0.00370959 0.00981139 4.37602e-11 1 -0.0264758 0.0987448 -0.0842323 -0.398057 293.152 0.00340695 8.13775
2 -0.00299302 -0.00387434 0.0093013 7.53133e-11 1 -0.0730562 0.115868 -0.0976772 -0.477309 293.152 0.00360825 8.60709
3 -0.00264737 -0.00411266 0.00981141 4.38238e-11 1 -0.0399205 0.0924315 -0.0592375 -0.428621 293.152 0.00431142 10.3262
4 -0.00368049 -0.00321938 0.00978821 4.99967e-11 1 -0.0113129 0.112859 -0.130662 -0.373376 293.152 0.00291029 6.927
5 -0.00348439 -0.00343661 0.00929544 7.73472e-11 1 -0.0571452 0.122484 -0.132246 -0.449174 293.152 0.00313224 7.44629
6 -0.00305661 -0.00355799 0.0098115 5.45731e-11 1 -0.0260817 0.103304 -0.104981 -0.572297 293.152 0.00235536 1.24528
7 -0.000694273 -0.00484008 0.00977406 5.45096e-11 1 -0.0615232 0.0116161 0.000111019 -0.486639 293.152 0.00587695 14.0814
8 -0.000209257 -0.00488164 0.0091733 1.20777e-10 1 -0.112656 -0.00517745 -0.0062396 -0.590684 293.152 0.00613076 14.7289
9 2.02401e-05 -0.00488915 0.00979404 5.03845e-11 1 -0.0554422 -0.0311484 0.00480567 -0.489307 293.152 0.00593565 14.2322
10 -0.00138932 -0.00468869 0.00979046 5.01496e-11 1 -0.0581618 0.0466137 -0.0127383 -0.475195 293.152 0.0055683 13.3427
11 -0.00106354 -0.00477127 0.00918022 1.13376e-10 1 -0.112663 0.0315698 -0.0164823 -0.592693 293.152 0.00588614 14.1217
12 -0.00066596 -0.00464185 0.00977392 6.80266e-11 1 -0.0615759 0.0047051 -0.0155648 -0.713875 293.152 0.00210137 1.56986
13 -0.00244581 -0.00423918 0.00929383 8.01575e-11 1 -0.0881059 0.107897 -0.0670902 -0.512207 293.152 0.00448055 10.7175
14 -0.00204842 -0.004441 0.00980853 4.51851e-11 1 -0.0507756 0.0743949 -0.0323155 -0.454571 293.152 0.00505859 12.1294
15 -0.00253868 -0.0039444 0.00981166 5.46182e-11 1 -0.0395639 0.0825152 -0.0717718 -0.614321 293.152 0.00185477 1.2581
16 -0.00181105 -0.00454316 0.00927791 8.82387e-11 1 -0.0997158 0.0735643 -0.0362774 -0.54571 293.152 0.00530137 12.6976
17 -0.00196438 -0.0042592 0.00980888 5.62918e-11 1 -0.0506034 0.0590606 -0.0396973 -0.651397 293.152 0.00178829 1.36427
18 -0.0013324 -0.00449667 0.00979055 6.25509e-11 1 -0.0579514 0.0320536 -0.0298682 -0.693629 293.152 0.00194837 1.44989
19 -0.00168225 -0.00459483 0.00862459 6.7633e-11 1 -0.171642 0.0809091 -0.0429917 -0.63963 293.152 0.00606966 14.5444
20 -0.00161326 -0.00440671 0.00862483 8.42715e-11 1 -0.170882 0.061722 -0.0696273 -0.894572 293.152 0.00285972 1.70578
21 -0.00228446 -0.00432759 0.00864409 7.2077e-11 1 -0.156903 0.113493 -0.0738949 -0.611963 293.152 0.00556884 13.3072
22 -0.00216306 -0.00439089 0.00802871 6.80291e-11 1 -0.241474 0.121708 -0.0747527 -0.752697 293.152 0.00723209 17.2957
23 -0.00160191 -0.00462657 0.0080051 6.20046e-11 1 -0.257683 0.0769625 -0.0423624 -0.754774 293.152 0.00774112 18.502
24 -0.00117743 -0.00475466 0.00847656 4.25828e-11 1 -0.195117 0.031396 -0.0216413 -0.634215 293.152 0.00656652 15.6705
25 -0.00409339 -0.00267604 0.00978263 5.09922e-11 1 0.0127655 0.128008 -0.197058 -0.340325 293.152 0.00321129 7.66434
26 -0.00396688 -0.00286019 0.00913381 1.15969e-10 1 -0.0432819 0.145965 -0.210153 -0.457327 293.152 0.00382844 9.15373
27 -0.00352946 -0.00308778 0.00978806 6.24587e-11 1 -0.0110642 0.14504 -0.174365 -0.54239 293.152 0.00444189 1.5811
28 -0.00442135 -0.00209204 0.00981971 4.17312e-11 1 0.048312 0.119743 -0.249722 -0.284042 293.152 0.0042762 10.2424
29 -0.00433883 -0.00226056 0.00925467 8.64235e-11 1 0.0011638 0.138363 -0.272148 -0.37623 293.152 0.00480533 11.5098
30 -0.00392567 -0.00256656 0.00978262 6.35917e-11 1 0.0128304 0.176128 -0.274706 -0.490655 293.152 0.00843694 2.33125
31 0.00308775 -0.0037929 0.00983137 3.96439e-11 1 -0.0137723 -0.0885509 -0.0633516 -0.390548 293.152 0.00383491 9.17211
32 0.00326915 -0.00364169 0.00936558 7.06135e-11 1 -0.0450527 -0.108917 -0.102777 -0.443132 293.152 0.00327516 7.80285
